,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
26,iban,iban,CZ6155000000001001061619,CZ6155000000001001061619,1,1,1.0,0,code,2074092,24,0.0,False,False
27,invoice_id,invoice_id,303107378,,0,1,0.0,9,code,2074092,9,1.0,False,True
28,invoice_id,invoice_id,303107378,,0,1,0.0,9,code,2074092,9,1.0,False,True
29,order_id,order_id,031200010,200010,0,1,0.8,3,code,2074092,9,0.3333333333333333,True,False
30,recipient_address,recipient_address,TŘEBEŠOV 1 516 01 RYCHNOV NAD KNĚŽNOU,516 01 RYCHNOV NAD KNĚŽNOU,0,1,0.8253968253968254,11,text,2074092,37,0.2972972972972973,True,False
31,recipient_address,recipient_address,TŘEBEŠOV 1 516 01 RYCHNOV NAD KNĚŽNO,,0,1,0.0,36,text,2074092,36,1.0,False,True
32,recipient_address,recipient_address,TŘEBEŠOV 1 516 01 RYCHNOV NAD KNĚŽNOU,516 01 RYCHNOV NAD KNĚŽNOU,0,1,0.8253968253968254,11,text,2074092,37,0.2972972972972973,True,False
33,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074092,10,0.0,False,False
34,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074092,8,0.0,False,False
35,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074092,11,0.0,False,False
36,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2074092,11,1.0,False,True
37,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2074092,11,1.0,False,True
38,recipient_vat_id,recipient_vat,CZ25947672,CZ25947672,1,1,1.0,0,code,2074092,10,0.0,False,False
39,sender_address,sender_address,"Mezi Úvozy 1850, 193 00 Praha 9","1850, 193 00 Praha 9",0,1,0.7843137254901961,11,text,2074092,31,0.3548387096774194,True,False
40,sender_tax_id,sender_dic,CZ49613464,,0,1,0.0,10,code,2074092,10,1.0,False,True
41,sender_register_id,sender_ic,49613464,496123464,0,0,0.9411764705882353,1,code,2074092,8,0.125,True,False
42,sender_name,sender_name,Brenntag CR s.r.o.,Brenntag CR s.r.o.,1,1,1.0,0,text,2074092,18,0.0,False,False
43,total_base,total_amount_base,81016.11,,0,1,0.0,8,amount,2074092,8,1.0,False,True
44,total_due,total_amount_due,98029.49,,0,1,0.0,8,amount,2074092,8,1.0,False,True
45,total_tax,total_amount_tax,17013.38,,0,1,0.0,8,amount,2074092,8,1.0,False,True
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,2074094,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,2074094,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,2074094,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,2074094,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,2074094,3,0.0,False,False
5,due_date,date_due,2020-08-10,2020-08-10,1,1,1.0,0,date,2074094,10,0.0,False,False
6,due_date,date_due,2020-08-10,2020-08-10,1,1,1.0,0,date,2074094,10,0.0,False,False
7,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074094,10,0.0,False,False
8,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074094,10,0.0,False,False
9,exchange_rate,exchange_rate,"2,75950X10CZK","2,75950X1OCZK",0,0,0.9230769230769231,1,misc,2074094,13,0.07692307692307693,True,False
10,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,2074094,24,0.0,False,False
11,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,2074094,24,0.0,False,False
12,invoice_id,invoice_id,9202755400,9202755400,1,1,1.0,0,code,2074094,10,0.0,False,False
13,invoice_id,invoice_id,9202755400,9202755400,1,1,1.0,0,code,2074094,10,0.0,False,False
14,order_id,order_id,4010443972,4010443972,1,1,1.0,0,code,2074094,10,0.0,False,False
15,order_id,order_id,4010443972,4010443972,1,1,1.0,0,code,2074094,10,0.0,False,False
16,recipient_address,recipient_address,Trebesov 1 516 01 Trebesov,"Trebesov 1,516 01 Trebesov",0,0,0.9615384615384616,1,text,2074094,26,0.038461538461538464,True,False
17,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074094,10,0.0,False,False
18,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074094,11,0.0,False,False
19,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,2074094,46,0.6956521739130435,True,False
20,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,IV Parku 2343/24 14800 Praha 4 Česká Republika,0,1,0.989010989010989,1,text,2074094,45,0.022222222222222223,True,False
21,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,2074094,45,0.0,False,False
22,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074094,10,0.0,False,False
23,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074094,10,0.0,False,False
24,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074094,10,0.0,False,False
25,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074094,8,0.0,False,False
26,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074094,8,0.0,False,False
27,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,2074094,22,0.045454545454545456,True,False
28,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o.,0,0,0.9545454545454546,1,text,2074094,22,0.045454545454545456,True,False
29,sender_name,sender_name,"3M Česko, spol. s r.o",3M Česko;,0,0,0.5333333333333333,13,text,2074094,21,0.6190476190476191,True,False
30,tax_detail_base,tax_detail_base,1174.91,1174.91,1,1,1.0,0,amount,2074094,7,0.0,False,False
31,tax_detail_tax,tax_detail_tax,246.73,246.73,1,1,1.0,0,amount,2074094,6,0.0,False,False
32,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074094,2,0.0,False,False
33,total_base,total_amount_base,1174.91,1174.91,1,1,1.0,0,amount,2074094,7,0.0,False,False
34,total_due,total_amount_due,1421.64,1421.64,1,1,1.0,0,amount,2074094,7,0.0,False,False
35,total_due,total_amount_due,1421.64,1421.64,1,1,1.0,0,amount,2074094,7,0.0,False,False
36,total_incl_tax,total_amount_incl_tax,1421.64,1421.64,1,1,1.0,0,amount,2074094,7,0.0,False,False
37,total_tax,total_amount_tax,246.73,246.73,1,1,1.0,0,amount,2074094,6,0.0,False,False
38,var_sym,var_sym,9202755400,9202755400,1,1,1.0,0,code,2074094,10,0.0,False,False
0,bank_account,bank_account,123-632310277/0100,123-632310277/0100,1,1,1.0,0,code,2074095,18,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074095,3,1.0,True,False
2,due_date,date_due,2020-06-26,2020-06-26,1,1,1.0,0,date,2074095,10,0.0,False,False
3,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074095,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074095,10,0.0,False,False
5,description,description,Fakturujeme Vám:,Fakturujeme Vám:,1,1,1.0,0,text,2074095,16,0.0,False,False
6,invoice_id,invoice_id,220114,220114,1,1,1.0,0,code,2074095,6,0.0,False,False
7,order_id,order_id,dohoda,,0,1,0.0,6,code,2074095,6,1.0,False,True
8,recipient_address,recipient_address,Třebešov 1 516 01 Třebešov,516 01 Třebešov,0,1,0.7317073170731707,11,text,2074095,26,0.4230769230769231,True,False
9,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074095,10,0.0,False,False
10,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074095,8,0.0,False,False
11,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074095,11,0.0,False,False
12,sender_address,sender_address,Jiřího z Poděbrad 592 Borohrádek 517 24,Jiřího z Poděbrad 592,0,1,0.7,18,text,2074095,39,0.46153846153846156,True,False
13,sender_tax_id,sender_dic,CZ26833506,CZ26833506,1,1,1.0,0,code,2074095,10,0.0,False,False
14,sender_register_id,sender_ic,26833506,26833506,1,1,1.0,0,code,2074095,8,0.0,False,False
15,sender_name,sender_name,"VLM TRADE, spol. s r.o.","VLM TRADE, spol. s r.o.",1,1,1.0,0,text,2074095,23,0.0,False,False
16,total_base,total_amount_base,24048.50,,0,1,0.0,8,amount,2074095,8,1.0,False,True
17,total_due,total_amount_due,29099.00,29099.00,1,1,1.0,0,amount,2074095,8,0.0,False,False
18,total_rounding,total_amount_rounding,0.31,0.31,1,1,1.0,0,amount,2074095,4,0.0,False,False
19,total_tax,total_amount_tax,5050.19,,0,1,0.0,7,amount,2074095,7,1.0,False,True
20,var_sym,var_sym,220114,220114,1,1,1.0,0,code,2074095,6,0.0,False,False
0,bank_account,bank_account,147336369/0800,147336369/0800,1,1,1.0,0,code,2074097,14,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074097,3,1.0,True,False
2,due_date,date_due,2020-05-20,2020-05-20,1,1,1.0,0,date,2074097,10,0.0,False,False
3,issue_date,date_issue,2020-05-06,2020-05-06,1,1,1.0,0,date,2074097,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-06,2020-05-06,1,1,1.0,0,date,2074097,10,0.0,False,False
5,description,description,SE 230x280 P220 991A arch papír P 220,,0,1,0.0,37,text,2074097,37,1.0,False,True
6,iban,iban,CZ3608000000000147336269,CZ3608000000000147336269,1,1,1.0,0,code,2074097,24,0.0,False,False
7,invoice_id,invoice_id,200292,200292,1,1,1.0,0,code,2074097,6,0.0,False,False
8,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,Rychnov nad Kněžnou,0,1,0.6785714285714286,18,text,2074097,37,0.4864864864864865,True,False
9,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074097,10,0.0,False,False
10,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074097,8,0.0,False,False
11,recipient_name,recipient_name,MATRIX a . s .,MATRIX a.s.,0,0,0.88,3,text,2074097,14,0.21428571428571427,True,False
12,sender_address,sender_address,Přemyšlenská 3/1041 182 00 Praha,Přemyšlenská 3/1041,0,1,0.7450980392156863,13,text,2074097,32,0.40625,True,False
13,sender_tax_id,sender_dic,CZ49357603,CZ49357603,1,1,1.0,0,code,2074097,10,0.0,False,False
14,sender_register_id,sender_ic,49357603,49357603,1,1,1.0,0,code,2074097,8,0.0,False,False
15,sender_name,sender_name,A - Z Brusivo a nářadí spol. s r.o. ,A - 2 Brusivo a nářadí spol . 2 s,0,0,0.8405797101449275,8,text,2074097,36,0.2222222222222222,True,False
16,sender_name,sender_name,A-Z Brusivo a nářadí spol. s r.o.,s r.o.,0,1,0.3076923076923077,27,text,2074097,33,0.8181818181818182,True,False
17,tax_detail_base,tax_detail_base,3129.75,3129.75,1,1,1.0,0,amount,2074097,7,0.0,False,False
18,tax_detail_tax,tax_detail_tax,657.25,657.25,1,1,1.0,0,amount,2074097,6,0.0,False,False
19,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074097,2,0.0,False,False
20,total_base,total_amount_base,3129.75,3129.75,1,1,1.0,0,amount,2074097,7,0.0,False,False
21,total_due,total_amount_due,3787.00,3787.00,1,1,1.0,0,amount,2074097,7,0.0,False,False
22,total_incl_tax,total_amount_incl_tax,3787.00,3787.00,1,1,1.0,0,amount,2074097,7,0.0,False,False
23,total_tax,total_amount_tax,657.25,657.25,1,1,1.0,0,amount,2074097,6,0.0,False,False
24,var_sym,var_sym,200292,200292,1,1,1.0,0,code,2074097,6,0.0,False,False
0,bank_account,bank_account,1219172389/0800,1219172389/0800,1,1,1.0,0,code,2074099,15,0.0,False,False
1,currency,currency,CZK,KČ,0,0,0.4,3,misc,2074099,3,1.0,True,False
2,due_date,date_due,2020-05-26,2020-05-26,1,1,1.0,0,date,2074099,10,0.0,False,False
3,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074099,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074099,10,0.0,False,False
5,invoice_id,invoice_id,202002145,202002145,1,1,1.0,0,code,2074099,9,0.0,False,False
6,invoice_id,invoice_id,202002145,202002145,1,1,1.0,0,code,2074099,9,0.0,False,False
7,recipient_address,recipient_address,Třebešov 1 516 01 Třebešov,516 01 Třebešov,0,1,0.7317073170731707,11,text,2074099,26,0.4230769230769231,True,False
8,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074099,10,0.0,False,False
9,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074099,8,0.0,False,False
10,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074099,11,0.0,False,False
11,sender_address,sender_address,Dukelských hrdinů 14/III 563 01 Lanškroun - Žichlínské Předměstí,563 01 Lanškroun -Žichlinské Předměstí,0,0,0.7254901960784313,27,text,2074099,64,0.421875,True,False
12,sender_tax_id,sender_dic,CZ25999401,CZ25999401,1,1,1.0,0,code,2074099,10,0.0,False,False
13,sender_register_id,sender_ic,25999401,25999401,1,1,1.0,0,code,2074099,8,0.0,False,False
14,sender_name,sender_name,BEMA Lanškroun s.r.o.,BEMA Lanškroun s.r.o.,1,1,1.0,0,text,2074099,21,0.0,False,False
15,total_base,total_amount_base,1256.20,1256.20,1,1,1.0,0,amount,2074099,7,0.0,False,False
16,total_due,total_amount_due,1520.00,1520.00,1,1,1.0,0,amount,2074099,7,0.0,False,False
17,total_rounding,total_amount_rounding,0.20,,0,1,0.0,4,amount,2074099,4,1.0,False,True
18,total_tax,total_amount_tax,263.80,,0,1,0.0,6,amount,2074099,6,1.0,False,True
19,var_sym,var_sym,202002145,202002145,1,1,1.0,0,code,2074099,9,0.0,False,False
0,bank_account,bank_account,2106973897/2700,2106973897/2700,1,1,1.0,0,code,2074144,15,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074144,3,1.0,True,False
2,due_date,date_due,2020-05-28,2020-05-28,1,1,1.0,0,date,2074144,10,0.0,False,False
3,issue_date,date_issue,2020-05-14,2020-05-14,1,1,1.0,0,date,2074144,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074144,10,0.0,False,False
5,description,description,Fakturujeme Vám přepravu,Fakturujeme Vám přepravu,1,1,1.0,0,text,2074144,24,0.0,False,False
6,invoice_id,invoice_id,20D0103495,20D0103495,1,1,1.0,0,code,2074144,10,0.0,False,False
7,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8253968253968254,11,text,2074144,37,0.2972972972972973,True,False
8,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074144,10,0.0,False,False
9,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074144,8,0.0,False,False
10,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074144,11,0.0,False,False
11,sender_address,sender_address,Nová čtvrť 198 252 68 Kněževes,Nová čtvrť 198,0,1,0.6363636363636364,16,text,2074144,30,0.5333333333333333,True,False
12,sender_tax_id,sender_dic,CZ24771511,CZ24771511,1,1,1.0,0,code,2074144,10,0.0,False,False
13,sender_register_id,sender_ic,24771511,24771511,1,1,1.0,0,code,2074144,8,0.0,False,False
14,sender_name,sender_name,LogEx logistics s.r.o.,LogEx logistics s.r.o.,1,1,1.0,0,text,2074144,22,0.0,False,False
15,sender_name,sender_name,LogEx logistics s.r.o.,LogEx logistics s.r.o.,1,1,1.0,0,text,2074144,22,0.0,False,False
16,tax_detail_base,tax_detail_base,3300.00,3300.00,1,1,1.0,0,amount,2074144,7,0.0,False,False
17,tax_detail_tax,tax_detail_tax,693.00,693.00,1,1,1.0,0,amount,2074144,6,0.0,False,False
18,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074144,2,0.0,False,False
19,total_base,total_amount_base,3300.00,3300.00,1,1,1.0,0,amount,2074144,7,0.0,False,False
20,total_due,total_amount_due,3993.00,3993.00,1,1,1.0,0,amount,2074144,7,0.0,False,False
21,total_incl_tax,total_amount_incl_tax,3993.00,3993.00,1,1,1.0,0,amount,2074144,7,0.0,False,False
22,total_tax,total_amount_tax,693.00,693.00,1,1,1.0,0,amount,2074144,6,0.0,False,False
23,var_sym,var_sym,200103495,200103495,1,1,1.0,0,code,2074144,9,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,2074145,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,2074145,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,2074145,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,2074145,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,2074145,3,0.0,False,False
5,due_date,date_due,2020-08-11,2020-08-11,1,1,1.0,0,date,2074145,10,0.0,False,False
6,issue_date,date_issue,2020-05-13,2020-05-13,1,1,1.0,0,date,2074145,10,0.0,False,False
7,description,description,"453-00-25P2X6, Jupiter A2P3 filtr, 1/Pac Země odeslání: Německo Země původu: Kanada","453-00-25P2X6, Jupiter A2P3 filtr, 1/Pac",0,1,0.6504065040650406,43,text,2074145,83,0.5180722891566265,True,False
8,exchange_rate,exchange_rate,"2,74200X10","2,74200X1OCZK",0,0,0.782608695652174,4,misc,2074145,10,0.4,True,False
9,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,2074145,24,0.0,False,False
10,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,2074145,24,0.0,False,False
11,invoice_id,invoice_id,9202755659,9202755659,1,1,1.0,0,code,2074145,10,0.0,False,False
12,order_id,order_id,4009924159,4009924159,1,1,1.0,0,code,2074145,10,0.0,False,False
13,recipient_address,recipient_address,"Trebesov 1 , 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9629629629629629,2,text,2074145,28,0.07142857142857142,True,False
14,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074145,10,0.0,False,False
15,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074145,11,0.0,False,False
16,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,2074145,46,0.6956521739130435,True,False
17,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,2074145,45,0.0,False,False
18,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074145,10,0.0,False,False
19,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074145,10,0.0,False,False
20,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074145,8,0.0,False,False
21,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,2074145,22,0.09090909090909091,True,False
22,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,2074145,22,0.045454545454545456,True,False
23,total_base,total_amount_base,581.94,581.94,1,1,1.0,0,amount,2074145,6,0.0,False,False
24,total_due,total_amount_due,704.15,704.15,1,1,1.0,0,amount,2074145,6,0.0,False,False
25,total_incl_tax,total_amount_incl_tax,704.15,704.15,1,1,1.0,0,amount,2074145,6,0.0,False,False
26,total_tax,total_amount_tax,122.21,122.21,1,1,1.0,0,amount,2074145,6,0.0,False,False
27,var_sym,var_sym,9202755659,9202755659,1,1,1.0,0,code,2074145,10,0.0,False,False
0,bank_account,bank_account,115-3352090277/0100,115-3352090277/0100,1,1,1.0,0,code,2074149,19,0.0,False,False
1,bic,bic,KOMBCZPPXXX,KOMBCZPPXXX,1,1,1.0,0,code,2074149,11,0.0,False,False
2,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074149,3,1.0,True,False
3,due_date,date_due,2020-06-11,2020-06-11,1,1,1.0,0,date,2074149,10,0.0,False,False
4,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074149,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074149,10,0.0,False,False
6,iban,iban,CZ0501000001153352090277,CZ0501000001153352090277,1,1,1.0,0,code,2074149,24,0.0,False,False
7,invoice_id,invoice_id,200411,200411,1,1,1.0,0,code,2074149,6,0.0,False,False
8,recipient_address,recipient_address,Třebešov 1 51601 Rychnov nad Kněžnou,51601 Rychnov nad Kněžnou,0,1,0.819672131147541,11,text,2074149,36,0.3055555555555556,True,False
9,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074149,10,0.0,False,False
10,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074149,8,0.0,False,False
11,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074149,11,0.0,False,False
12,sender_address,sender_address,Hnězdenská 585/14 18100 Praha 8 - Trója,18100 Praha 8 - Trója,0,1,0.7,18,text,2074149,39,0.46153846153846156,True,False
13,sender_tax_id,sender_dic,CZ05454891,CZ05454891,1,1,1.0,0,code,2074149,10,0.0,False,False
14,sender_register_id,sender_ic,05454891,05454891,1,1,1.0,0,code,2074149,8,0.0,False,False
15,sender_name,sender_name,Drogerie Kaška s.r.o.,Drogerie Kaška s.r.o.,1,1,1.0,0,text,2074149,21,0.0,False,False
16,total_base,total_amount_base,3797.52,,0,1,0.0,7,amount,2074149,7,1.0,False,True
17,total_due,total_amount_due,4595.00,4595.00,1,1,1.0,0,amount,2074149,7,0.0,False,False
18,total_incl_tax,total_amount_incl_tax,4595.00,,0,1,0.0,7,amount,2074149,7,1.0,False,True
19,total_tax,total_amount_tax,797.48,,0,1,0.0,6,amount,2074149,6,1.0,False,True
20,var_sym,var_sym,200411,200411,1,1,1.0,0,code,2074149,6,0.0,False,False
0,bank_account,bank_account,221217/0300,2212217/0300,0,0,0.9565217391304348,1,code,2074152,11,0.09090909090909091,True,False
1,bic,bic,CEKOCZPP,CEKOCZPP,1,1,1.0,0,code,2074152,8,0.0,False,False
2,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074152,3,1.0,True,False
3,due_date,date_due,2020-06-13,2020-06-13,1,1,1.0,0,date,2074152,10,0.0,False,False
4,issue_date,date_issue,2020-05-14,2020-05-14,1,1,1.0,0,date,2074152,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-14,2020-05-14,1,1,1.0,0,date,2074152,10,0.0,False,False
6,iban,iban,CZ6103000000000000221217,CZ6103000000000000221217,1,1,1.0,0,code,2074152,24,0.0,False,False
7,invoice_id,invoice_id,8500193931,8500193931,1,1,1.0,0,code,2074152,10,0.0,False,False
8,recipient_address,recipient_address,Třebešov 1 51601 Třebešov Česká republika,Třebešov 1,0,1,0.39215686274509803,31,text,2074152,41,0.7560975609756098,True,False
9,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074152,10,0.0,False,False
10,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074152,8,0.0,False,False
11,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s,0,1,0.9523809523809523,1,text,2074152,11,0.09090909090909091,True,False
12,sender_address,sender_address,náměstí Junkových 2 155 00 Praha 5 Česká republika,155 00 Praha 5,0,1,0.4375,36,text,2074152,50,0.72,True,False
13,sender_tax_id,sender_dic,CZ25788001,CZ25788001,1,1,1.0,0,code,2074152,10,0.0,False,False
14,sender_register_id,sender_ic,25788001,25788001,1,1,1.0,0,code,2074152,8,0.0,False,False
15,sender_name,sender_name,Vodafone Czech Republic a.s.,Vodafone Czech Republic a.s.,1,1,1.0,0,text,2074152,28,0.0,False,False
16,total_base,total_amount_base,5.00,,0,1,0.0,4,amount,2074152,4,1.0,False,True
17,total_due,total_amount_due,6.05,6.05,1,1,1.0,0,amount,2074152,4,0.0,False,False
18,total_tax,total_amount_tax,1.05,1.05,1,1,1.0,0,amount,2074152,4,0.0,False,False
19,var_sym,var_sym,8500193931,8500193931,1,1,1.0,0,code,2074152,10,0.0,False,False
0,bank_account,bank_account,9990207/0100,9990207/0100,1,1,1.0,0,code,2074155,12,0.0,False,False
1,bank_account,bank_account,9990207/0100,,0,1,0.0,12,code,2074155,12,1.0,False,True
2,bank_account,bank_account,9990207/0100,,0,1,0.0,12,code,2074155,12,1.0,False,True
3,bic,bic,KOMBCZPP,KOMBCZPP,1,1,1.0,0,code,2074155,8,0.0,False,False
4,bic,bic,KOMBCZPP,,0,1,0.0,8,code,2074155,8,1.0,False,True
5,currency,currency,CZK,,0,1,0.0,3,misc,2074155,3,1.0,False,True
6,due_date,date_due,2020-05-26,,0,1,0.0,10,date,2074155,10,1.0,False,True
7,due_date,date_due,2020-05-26,,0,1,0.0,10,date,2074155,10,1.0,False,True
8,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074155,10,0.0,False,False
9,taxable_supply_date,date_uzp,2020-04-30,73042020,0,0,0.4444444444444444,8,date,2074155,10,0.8,True,False
10,iban,iban,CZ7501000000000009990207,501000000000009990207,0,1,0.9333333333333333,3,code,2074155,24,0.125,True,False
11,iban,iban,CZ75010000000000099902071,,0,1,0.0,25,code,2074155,25,1.0,False,True
12,invoice_id,invoice_id,1200196686,,0,1,0.0,10,code,2074155,10,1.0,False,True
13,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,registrační číslo u OTE: 715,0,0,0.12307692307692308,33,text,2074155,37,0.8918918918918919,True,False
14,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8253968253968254,11,text,2074155,37,0.2972972972972973,True,False
15,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,,0,1,0.0,37,text,2074155,37,1.0,False,True
16,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,,0,1,0.0,37,text,2074155,37,1.0,False,True
17,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074155,10,0.0,False,False
18,recipient_tax_id,recipient_dic,CZ25947672,,0,1,0.0,10,code,2074155,10,1.0,False,True
19,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074155,8,0.0,False,False
20,recipient_register_id,recipient_ic,259476721,25947672,0,1,0.9411764705882353,1,code,2074155,9,0.1111111111111111,True,False
21,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2074155,11,1.0,False,True
22,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2074155,11,1.0,False,True
23,recipient_name,recipient_name,MATRIX a.s.,,0,1,0.0,11,text,2074155,11,1.0,False,True
